Voltage,Current,Temperature,Elapsed Time,Cycle,Capacity,WhAccu,Remaining Charging Time,Source_File,Charging_Session
4.1541,0.15069,-0.52579,62340.0,0.0,-0.0252,0.05787,3381.0,585_C20DisCh.csv,4
4.15512,0.14814,-0.63095,62400.0,0.0,-0.02273,0.06815,3321.0,585_C20DisCh.csv,4
4.15613,0.14814,-0.52579,62460.0,0.0,-0.02025,0.07843,3261.0,585_C20DisCh.csv,4
4.15714,0.14814,-0.63095,62520.0,0.0,-0.01778,0.08871,3201.0,585_C20DisCh.csv,4
4.15832,0.14814,-0.63095,62580.0,0.0,-0.0153,0.09901,3141.0,585_C20DisCh.csv,4
4.15933,0.14814,-0.52579,62640.0,0.0,-0.01282,0.10931,3081.0,585_C20DisCh.csv,4
4.16034,0.14814,-0.52579,62700.0,0.0,-0.01035,0.11959,3021.0,585_C20DisCh.csv,4
4.16152,0.14814,-0.42063,62760.0,0.0,-0.00788,0.12988,2961.0,585_C20DisCh.csv,4
4.16253,0.14814,-0.52579,62820.0,0.0,-0.00541,0.14015,2901.0,585_C20DisCh.csv,4
4.16371,0.14814,-0.73611,62880.0,0.0,-0.00293,0.15047,2841.0,585_C20DisCh.csv,4
4.16489,0.14814,-0.63095,62940.0,0.0,-0.00046,0.16075,2781.0,585_C20DisCh.csv,4
4.16607,0.14814,-0.63095,63000.0,0.0,0.00202,0.17108,2721.0,585_C20DisCh.csv,4
4.16725,0.15069,-0.52579,63060.0,0.0,0.00449,0.18139,2661.0,585_C20DisCh.csv,4
4.16843,0.15069,-0.42063,63120.0,0.0,0.00696,0.1917,2601.0,585_C20DisCh.csv,4
4.16978,0.14814,-0.42063,63180.0,0.0,0.00944,0.20203,2541.0,585_C20DisCh.csv,4
4.17096,0.14814,-0.63095,63240.0,0.0,0.01191,0.21235,2481.0,585_C20DisCh.csv,4
4.17248,0.15069,-0.84127,63300.0,0.0,0.01439,0.22267,2421.0,585_C20DisCh.csv,4
4.17399,0.14814,-0.94643,63360.0,0.0,0.01686,0.233,2361.0,585_C20DisCh.csv,4
4.17534,0.14814,-0.84127,63420.0,0.0,0.01934,0.24333,2301.0,585_C20DisCh.csv,4
4.17686,0.14814,-0.63095,63480.0,0.0,0.02181,0.25365,2241.0,585_C20DisCh.csv,4
4.17821,0.14814,-0.52579,63540.0,0.0,0.02429,0.26401,2181.0,585_C20DisCh.csv,4
4.17956,0.14814,-0.42063,63600.0,0.0,0.02677,0.27437,2121.0,585_C20DisCh.csv,4
4.18107,0.14814,-0.42063,63660.0,0.0,0.02924,0.28471,2061.0,585_C20DisCh.csv,4
4.18259,0.14814,-0.63095,63720.0,0.0,0.03172,0.29506,2001.0,585_C20DisCh.csv,4
4.18411,0.14814,-0.63095,63780.0,0.0,0.03419,0.30541,1941.0,585_C20DisCh.csv,4
4.18579,0.14814,-0.63095,63840.0,0.0,0.03667,0.31577,1881.0,585_C20DisCh.csv,4
4.18748,0.14814,-0.63095,63900.0,0.0,0.03914,0.32613,1821.0,585_C20DisCh.csv,4
4.189,0.14814,-0.63095,63960.0,0.0,0.04161,0.33648,1761.0,585_C20DisCh.csv,4
4.19068,0.14814,-0.52579,64020.0,0.0,0.04409,0.34685,1701.0,585_C20DisCh.csv,4
4.19237,0.15069,-0.42063,64080.0,0.0,0.04656,0.35721,1641.0,585_C20DisCh.csv,4
4.19405,0.14814,-0.52579,64140.0,0.0,0.04904,0.3676,1581.0,585_C20DisCh.csv,4
4.19591,0.14814,-0.63095,64200.0,0.0,0.05151,0.37796,1521.0,585_C20DisCh.csv,4
4.19776,0.14814,-0.52579,64260.0,0.0,0.05398,0.38834,1461.0,585_C20DisCh.csv,4
4.19962,0.14814,-0.52579,64320.0,0.0,0.05645,0.39872,1401.0,585_C20DisCh.csv,4
4.19979,0.13281,-0.52579,64380.0,0.0,0.05881,0.40862,1341.0,585_C20DisCh.csv,4
4.19979,0.12515,-0.73611,64440.0,0.0,0.06096,0.41764,1281.0,585_C20DisCh.csv,4
4.19979,0.11749,-0.73611,64500.0,0.0,0.06296,0.42605,1221.0,585_C20DisCh.csv,4
4.19979,0.10983,-0.73611,64560.0,0.0,0.06483,0.4339,1161.0,585_C20DisCh.csv,4
4.19995,0.10216,-0.63095,64620.0,0.0,0.06659,0.44128,1101.0,585_C20DisCh.csv,4
4.19979,0.09706,-0.52579,64680.0,0.0,0.06826,0.44832,1041.0,585_C20DisCh.csv,4
4.19979,0.09195,-0.42063,64740.0,0.0,0.06985,0.45498,981.0,585_C20DisCh.csv,4
4.19979,0.08939,-0.31548,64800.0,0.0,0.07136,0.46135,921.0,585_C20DisCh.csv,4
4.19979,0.08429,-0.42063,64860.0,0.0,0.07282,0.46745,861.0,585_C20DisCh.csv,4
4.19979,0.08173,-0.52579,64920.0,0.0,0.07421,0.47328,801.0,585_C20DisCh.csv,4
4.19979,0.07918,-0.73611,64980.0,0.0,0.07553,0.47885,741.0,585_C20DisCh.csv,4
4.19979,0.07407,-0.63095,65040.0,0.0,0.0768,0.48415,681.0,585_C20DisCh.csv,4
4.19979,0.07152,-0.52579,65100.0,0.0,0.07801,0.48924,621.0,585_C20DisCh.csv,4
4.19979,0.06896,-0.52579,65160.0,0.0,0.07918,0.49416,561.0,585_C20DisCh.csv,4
4.19979,0.06641,-0.31548,65220.0,0.0,0.08031,0.49889,501.0,585_C20DisCh.csv,4
4.19979,0.06385,-0.42063,65280.0,0.0,0.08139,0.50345,441.0,585_C20DisCh.csv,4
4.19979,0.0613,-0.52579,65340.0,0.0,0.08244,0.50785,381.0,585_C20DisCh.csv,4
4.19995,0.05874,-0.73611,65400.0,0.0,0.08344,0.51206,321.0,585_C20DisCh.csv,4
4.19979,0.05619,-0.73611,65460.0,0.0,0.08441,0.51613,261.0,585_C20DisCh.csv,4
4.19979,0.05364,-0.73611,65520.0,0.0,0.08534,0.52004,201.0,585_C20DisCh.csv,4
4.19979,0.05364,-0.63095,65580.0,0.0,0.08623,0.52379,141.0,585_C20DisCh.csv,4
4.19979,0.05108,-0.42063,65640.0,0.0,0.08711,0.52747,81.0,585_C20DisCh.csv,4
4.19979,0.05108,-0.21032,65700.0,0.0,0.08796,0.53104,21.0,585_C20DisCh.csv,4
4.19979,0.04853,-0.31548,65721.0,0.0,0.08825,0.53227,0.0,585_C20DisCh.csv,4
3.46265,2.99853,23.55551,0.0,0.0,0.04998,0.1691,5002.0,585_Dis_0p5C.csv,9
3.53598,2.99853,23.97615,60.0,0.0,0.09995,0.34428,4942.0,585_Dis_0p5C.csv,9
3.56042,2.99853,24.39678,120.0,0.0,0.14993,0.52164,4882.0,585_Dis_0p5C.csv,9
3.58452,2.99853,24.29162,180.0,0.0,0.19991,0.7002,4822.0,585_Dis_0p5C.csv,9
3.60728,2.99853,24.29162,240.0,0.0,0.24988,0.87991,4762.0,585_Dis_0p5C.csv,9
3.62835,2.99853,23.97615,300.0,0.0,0.29986,1.06075,4702.0,585_Dis_0p5C.csv,9
3.64824,2.99853,23.97615,360.0,0.0,0.34984,1.24257,4642.0,585_Dis_0p5C.csv,9
3.66645,2.99853,24.18646,420.0,0.0,0.39982,1.42538,4582.0,585_Dis_0p5C.csv,9
3.68195,2.99853,24.50194,480.0,0.0,0.4498,1.60902,4522.0,585_Dis_0p5C.csv,9
3.69477,2.99853,24.50194,540.0,0.0,0.49978,1.79337,4462.0,585_Dis_0p5C.csv,9
3.70673,2.99853,24.6071,600.0,0.0,0.54975,1.9783,4402.0,585_Dis_0p5C.csv,9
3.71921,2.99853,24.50194,660.0,0.0,0.59973,2.16386,4342.0,585_Dis_0p5C.csv,9
3.73236,2.99853,24.39678,720.0,0.0,0.6497,2.35007,4282.0,585_Dis_0p5C.csv,9
3.74635,2.99853,24.39678,780.0,0.0,0.69968,2.53694,4222.0,585_Dis_0p5C.csv,9
3.76017,2.99853,24.6071,840.0,0.0,0.74966,2.72452,4162.0,585_Dis_0p5C.csv,9
3.77349,2.99853,24.6071,900.0,0.0,0.79963,2.91278,4102.0,585_Dis_0p5C.csv,9
3.7868,2.99853,24.71226,960.0,0.0,0.84961,3.10169,4042.0,585_Dis_0p5C.csv,9
3.80079,2.99853,24.6071,1020.0,0.0,0.89959,3.29129,3982.0,585_Dis_0p5C.csv,9
3.81596,2.99853,24.50194,1080.0,0.0,0.94956,3.48162,3922.0,585_Dis_0p5C.csv,9
3.83248,3.00108,24.6071,1140.0,0.0,0.99954,3.67273,3862.0,585_Dis_0p5C.csv,9
3.85001,2.99853,24.71226,1200.0,0.0,1.04951,3.86469,3802.0,585_Dis_0p5C.csv,9
3.86839,2.99853,24.81741,1260.0,0.0,1.09949,4.05757,3742.0,585_Dis_0p5C.csv,9
3.8876,2.99853,24.71226,1320.0,0.0,1.14947,4.25137,3682.0,585_Dis_0p5C.csv,9
3.90682,2.99853,24.6071,1380.0,0.0,1.19944,4.44613,3622.0,585_Dis_0p5C.csv,9
3.92604,2.99853,24.71226,1440.0,0.0,1.24942,4.64187,3562.0,585_Dis_0p5C.csv,9
3.94492,2.99853,24.71226,1500.0,0.0,1.2994,4.83855,3502.0,585_Dis_0p5C.csv,9
3.96346,2.99853,24.81741,1560.0,0.0,1.34938,5.03618,3442.0,585_Dis_0p5C.csv,9
3.98133,2.99853,24.81741,1620.0,0.0,1.39935,5.2347,3382.0,585_Dis_0p5C.csv,9
3.99869,2.99853,24.71226,1680.0,0.0,1.44933,5.43411,3322.0,585_Dis_0p5C.csv,9
4.01571,2.99853,24.81741,1740.0,0.0,1.49931,5.63439,3262.0,585_Dis_0p5C.csv,9
4.0324,2.99853,24.71226,1800.0,0.0,1.54929,5.8355,3202.0,585_Dis_0p5C.csv,9
4.04909,2.99853,24.81741,1860.0,0.0,1.59926,6.03745,3142.0,585_Dis_0p5C.csv,9
4.06611,2.99853,24.81741,1920.0,0.0,1.64924,6.24024,3082.0,585_Dis_0p5C.csv,9
4.08398,2.99853,24.81741,1980.0,0.0,1.69922,6.44391,3022.0,585_Dis_0p5C.csv,9
4.10303,2.99853,24.81741,2040.0,0.0,1.7492,6.64848,2962.0,585_Dis_0p5C.csv,9
4.12343,2.99853,24.81741,2100.0,0.0,1.79918,6.85405,2902.0,585_Dis_0p5C.csv,9
4.14517,2.99853,24.81741,2160.0,0.0,1.84915,7.06067,2842.0,585_Dis_0p5C.csv,9
4.16742,2.99853,24.81741,2220.0,0.0,1.89913,7.26839,2782.0,585_Dis_0p5C.csv,9
4.1895,2.99853,25.02773,2280.0,0.0,1.94911,7.47721,2722.0,585_Dis_0p5C.csv,9
4.19995,2.70225,24.92257,2340.0,0.0,1.99764,7.68092,2662.0,585_Dis_0p5C.csv,9
4.19995,2.38554,24.81741,2400.0,0.0,2.03984,7.85815,2602.0,585_Dis_0p5C.csv,9
4.19995,2.16589,24.71226,2460.0,0.0,2.07766,8.017,2542.0,585_Dis_0p5C.csv,9
4.19979,2.00242,24.71226,2520.0,0.0,2.11234,8.16264,2482.0,585_Dis_0p5C.csv,9
4.19979,1.87472,24.6071,2580.0,0.0,2.14462,8.29821,2422.0,585_Dis_0p5C.csv,9
4.19979,1.76745,24.6071,2640.0,0.0,2.17496,8.42564,2362.0,585_Dis_0p5C.csv,9
4.19979,1.67294,24.50194,2700.0,0.0,2.20361,8.54597,2302.0,585_Dis_0p5C.csv,9
4.19979,1.58355,24.29162,2760.0,0.0,2.23072,8.65983,2242.0,585_Dis_0p5C.csv,9
4.19979,1.49671,24.29162,2820.0,0.0,2.25638,8.7676,2182.0,585_Dis_0p5C.csv,9
4.19979,1.41753,24.29162,2880.0,0.0,2.28068,8.86963,2122.0,585_Dis_0p5C.csv,9
4.19979,1.3358,24.29162,2940.0,0.0,2.30361,8.96595,2062.0,585_Dis_0p5C.csv,9
4.19979,1.25407,24.29162,3000.0,0.0,2.3252,9.05659,2002.0,585_Dis_0p5C.csv,9
4.19979,1.17234,24.18646,3060.0,0.0,2.34541,9.1415,1942.0,585_Dis_0p5C.csv,9
4.19979,1.08805,24.0813,3120.0,0.0,2.36426,9.22065,1882.0,585_Dis_0p5C.csv,9
4.19979,1.00632,24.0813,3180.0,0.0,2.38173,9.29403,1822.0,585_Dis_0p5C.csv,9
4.19979,0.92714,24.0813,3240.0,0.0,2.39784,9.36168,1762.0,585_Dis_0p5C.csv,9
4.19979,0.84797,24.0813,3300.0,0.0,2.41259,9.42363,1702.0,585_Dis_0p5C.csv,9
4.19979,0.76879,23.87099,3360.0,0.0,2.42604,9.48014,1642.0,585_Dis_0p5C.csv,9
4.19979,0.69472,23.87099,3420.0,0.0,2.43824,9.53135,1582.0,585_Dis_0p5C.csv,9
4.19979,0.62576,23.97615,3480.0,0.0,2.44924,9.57754,1522.0,585_Dis_0p5C.csv,9
4.19979,0.55935,23.97615,3540.0,0.0,2.45911,9.61901,1462.0,585_Dis_0p5C.csv,9
4.19979,0.50061,23.87099,3600.0,0.0,2.46795,9.65614,1402.0,585_Dis_0p5C.csv,9
4.19979,0.44442,23.87099,3660.0,0.0,2.47583,9.6892,1342.0,585_Dis_0p5C.csv,9
4.19979,0.39589,23.97615,3720.0,0.0,2.48285,9.7187,1282.0,585_Dis_0p5C.csv,9
4.19979,0.35247,23.87099,3780.0,0.0,2.4891,9.74496,1222.0,585_Dis_0p5C.csv,9
4.19979,0.31416,23.66067,3840.0,0.0,2.49467,9.76835,1162.0,585_Dis_0p5C.csv,9
4.19979,0.28095,23.87099,3900.0,0.0,2.49963,9.78917,1102.0,585_Dis_0p5C.csv,9
4.19979,0.2503,23.87099,3960.0,0.0,2.50404,9.80771,1042.0,585_Dis_0p5C.csv,9
4.19979,0.22221,23.76583,4020.0,0.0,2.50797,9.82421,982.0,585_Dis_0p5C.csv,9
4.19979,0.19667,23.66067,4080.0,0.0,2.51146,9.83888,922.0,585_Dis_0p5C.csv,9
4.19979,0.17879,23.76583,4140.0,0.0,2.51459,9.852,862.0,585_Dis_0p5C.csv,9
4.19979,0.15836,23.87099,4200.0,0.0,2.51739,9.86378,802.0,585_Dis_0p5C.csv,9
4.19979,0.14303,23.87099,4260.0,0.0,2.51992,9.87439,742.0,585_Dis_0p5C.csv,9
4.19979,0.13026,23.76583,4320.0,0.0,2.52221,9.884,682.0,585_Dis_0p5C.csv,9
4.19979,0.11749,23.76583,4380.0,0.0,2.52426,9.89263,622.0,585_Dis_0p5C.csv,9
4.19979,0.10727,23.97615,4440.0,0.0,2.52613,9.90049,562.0,585_Dis_0p5C.csv,9
4.19979,0.09706,23.87099,4500.0,0.0,2.52783,9.9076,502.0,585_Dis_0p5C.csv,9
4.19979,0.08939,23.76583,4560.0,0.0,2.52937,9.91408,442.0,585_Dis_0p5C.csv,9
4.19979,0.08173,23.66067,4620.0,0.0,2.53078,9.91998,382.0,585_Dis_0p5C.csv,9
4.19979,0.07407,23.76583,4680.0,0.0,2.53207,9.92541,322.0,585_Dis_0p5C.csv,9
4.19979,0.06896,23.87099,4740.0,0.0,2.53326,9.93043,262.0,585_Dis_0p5C.csv,9
4.19979,0.06385,23.97615,4800.0,0.0,2.53436,9.93504,202.0,585_Dis_0p5C.csv,9
4.19979,0.05874,23.87099,4860.0,0.0,2.53539,9.93935,142.0,585_Dis_0p5C.csv,9
4.19979,0.05364,23.45035,4920.0,0.0,2.53632,9.94327,82.0,585_Dis_0p5C.csv,9
4.19979,0.05108,23.66067,4980.0,0.0,2.5372,9.94697,22.0,585_Dis_0p5C.csv,9
4.19979,0.04853,23.76583,5002.0,0.0,2.5375,9.94823,0.0,585_Dis_0p5C.csv,9
3.56733,2.99853,23.76583,0.0,0.0,0.04989,0.17682,4794.0,585_Dis_2C.csv,14
3.59717,2.99853,23.97615,60.0,0.0,0.09987,0.35587,4734.0,585_Dis_2C.csv,14
3.62245,2.99853,24.0813,120.0,0.0,0.14985,0.53629,4674.0,585_Dis_2C.csv,14
3.64437,2.99853,24.0813,180.0,0.0,0.19982,0.71788,4614.0,585_Dis_2C.csv,14
3.66442,2.99853,24.18646,240.0,0.0,0.2498,0.90053,4554.0,585_Dis_2C.csv,14
3.68145,2.99853,24.29162,300.0,0.0,0.29978,1.08411,4494.0,585_Dis_2C.csv,14
3.69561,2.99853,24.39678,360.0,0.0,0.34984,1.26876,4434.0,585_Dis_2C.csv,14
3.70791,2.99853,24.39678,420.0,0.0,0.39973,1.45345,4374.0,585_Dis_2C.csv,14
3.72039,2.99853,24.39678,480.0,0.0,0.44971,1.63908,4314.0,585_Dis_2C.csv,14
3.7337,2.99853,24.39678,540.0,0.0,0.49969,1.82534,4254.0,585_Dis_2C.csv,14
3.7477,2.99853,24.50194,600.0,0.0,0.54966,2.01228,4194.0,585_Dis_2C.csv,14
3.76185,2.99853,24.6071,660.0,0.0,0.59964,2.19993,4134.0,585_Dis_2C.csv,14
3.77551,2.99853,24.50194,720.0,0.0,0.64961,2.38828,4074.0,585_Dis_2C.csv,14
3.78916,2.99853,24.6071,780.0,0.0,0.69959,2.5773,4014.0,585_Dis_2C.csv,14
3.80366,2.99853,24.71226,840.0,0.0,0.74965,2.76734,3954.0,585_Dis_2C.csv,14
3.819,2.99853,24.71226,900.0,0.0,0.79954,2.9575,3894.0,585_Dis_2C.csv,14
3.83569,2.99853,24.50194,960.0,0.0,0.8496,3.14908,3834.0,585_Dis_2C.csv,14
3.85355,2.99853,24.71226,1020.0,0.0,0.89949,3.3409,3774.0,585_Dis_2C.csv,14
3.87226,2.99853,24.81741,1080.0,0.0,0.94947,3.53395,3714.0,585_Dis_2C.csv,14
3.89131,2.99853,24.71226,1140.0,0.0,0.99945,3.72795,3654.0,585_Dis_2C.csv,14
3.9107,2.99853,24.71226,1200.0,0.0,1.04942,3.9229,3594.0,585_Dis_2C.csv,14
3.93008,2.99853,24.71226,1260.0,0.0,1.09948,4.11916,3534.0,585_Dis_2C.csv,14
3.94896,2.99853,24.81741,1320.0,0.0,1.14938,4.31572,3474.0,585_Dis_2C.csv,14
3.96733,2.99853,24.81741,1380.0,0.0,1.19935,4.51354,3414.0,585_Dis_2C.csv,14
3.9852,2.99853,24.6071,1440.0,0.0,1.24933,4.71226,3354.0,585_Dis_2C.csv,14
4.00256,2.99853,24.71226,1500.0,0.0,1.29939,4.91219,3294.0,585_Dis_2C.csv,14
4.01942,2.99853,24.92257,1560.0,0.0,1.34928,5.11231,3234.0,585_Dis_2C.csv,14
4.03594,2.99853,24.92257,1620.0,0.0,1.39926,5.31362,3174.0,585_Dis_2C.csv,14
4.0528,2.99853,24.92257,1680.0,0.0,1.44924,5.51574,3114.0,585_Dis_2C.csv,14
4.07016,2.99853,24.71226,1740.0,0.0,1.49922,5.71872,3054.0,585_Dis_2C.csv,14
4.08853,2.99853,24.71226,1800.0,0.0,1.54919,5.92258,2994.0,585_Dis_2C.csv,14
4.10809,2.99853,25.02773,1860.0,0.0,1.59917,6.12741,2934.0,585_Dis_2C.csv,14
4.12865,2.99853,25.02773,1920.0,0.0,1.64914,6.3332,2874.0,585_Dis_2C.csv,14
4.1504,2.99853,25.02773,1980.0,0.0,1.6992,6.54042,2814.0,585_Dis_2C.csv,14
4.17281,2.99853,24.92257,2040.0,0.0,1.7491,6.74806,2754.0,585_Dis_2C.csv,14
4.1949,2.99853,24.81741,2100.0,0.0,1.79908,6.95717,2694.0,585_Dis_2C.csv,14
4.19995,2.60009,24.71226,2160.0,0.0,1.84612,7.15471,2634.0,585_Dis_2C.csv,14
4.19995,2.31658,24.92257,2220.0,0.0,1.88701,7.32645,2574.0,585_Dis_2C.csv,14
4.19979,2.11481,24.92257,2280.0,0.0,1.9238,7.48095,2514.0,585_Dis_2C.csv,14
4.19979,1.96411,24.81741,2340.0,0.0,1.95775,7.62354,2454.0,585_Dis_2C.csv,14
4.19979,1.84152,24.50194,2400.0,0.0,1.98944,7.75666,2394.0,585_Dis_2C.csv,14
4.19979,1.7368,24.39678,2460.0,0.0,2.01926,7.88188,2334.0,585_Dis_2C.csv,14
4.19979,1.64229,24.50194,2520.0,0.0,2.04741,8.0001,2274.0,585_Dis_2C.csv,14
4.19979,1.55546,24.50194,2580.0,0.0,2.07406,8.11204,2214.0,585_Dis_2C.csv,14
4.19979,1.47372,24.50194,2640.0,0.0,2.09931,8.21806,2154.0,585_Dis_2C.csv,14
4.19979,1.39199,24.29162,2700.0,0.0,2.12319,8.31835,2094.0,585_Dis_2C.csv,14
4.19979,1.30771,24.18646,2760.0,0.0,2.14568,8.41283,2034.0,585_Dis_2C.csv,14
4.19979,1.22597,24.18646,2820.0,0.0,2.16682,8.50161,1974.0,585_Dis_2C.csv,14
4.19979,1.1468,24.29162,2880.0,0.0,2.18664,8.58483,1914.0,585_Dis_2C.csv,14
4.19979,1.06507,24.18646,2940.0,0.0,2.20508,8.6623,1854.0,585_Dis_2C.csv,14
4.19979,0.98333,24.0813,3000.0,0.0,2.22214,8.73393,1794.0,585_Dis_2C.csv,14
4.19979,0.90671,24.0813,3060.0,0.0,2.23788,8.80002,1734.0,585_Dis_2C.csv,14
4.19979,0.82498,24.0813,3120.0,0.0,2.25229,8.86058,1674.0,585_Dis_2C.csv,14
4.19979,0.74836,24.0813,3180.0,0.0,2.26543,8.91574,1614.0,585_Dis_2C.csv,14
4.19979,0.67684,23.97615,3240.0,0.0,2.27729,8.96555,1554.0,585_Dis_2C.csv,14
4.19979,0.60788,23.97615,3300.0,0.0,2.288,9.01054,1494.0,585_Dis_2C.csv,14
4.19979,0.54403,23.97615,3360.0,0.0,2.29763,9.05097,1434.0,585_Dis_2C.csv,14
4.19979,0.48784,23.87099,3420.0,0.0,2.30624,9.08712,1374.0,585_Dis_2C.csv,14
4.19979,0.43675,23.87099,3480.0,0.0,2.31395,9.11951,1314.0,585_Dis_2C.csv,14
4.19979,0.38823,23.97615,3540.0,0.0,2.32081,9.14831,1254.0,585_Dis_2C.csv,14
4.19979,0.34481,23.87099,3600.0,0.0,2.32691,9.17393,1194.0,585_Dis_2C.csv,14
4.19979,0.30905,23.87099,3660.0,0.0,2.33235,9.19678,1134.0,585_Dis_2C.csv,14
4.19979,0.27584,23.87099,3720.0,0.0,2.3372,9.21716,1074.0,585_Dis_2C.csv,14
4.19979,0.24519,23.97615,3780.0,0.0,2.34151,9.23528,1014.0,585_Dis_2C.csv,14
4.19979,0.2171,23.87099,3840.0,0.0,2.34536,9.25144,954.0,585_Dis_2C.csv,14
4.19979,0.19411,23.76583,3900.0,0.0,2.3488,9.26587,894.0,585_Dis_2C.csv,14
4.19979,0.17368,23.87099,3960.0,0.0,2.35187,9.27879,834.0,585_Dis_2C.csv,14
4.19979,0.15836,23.87099,4020.0,0.0,2.35465,9.29043,774.0,585_Dis_2C.csv,14
4.19979,0.14303,23.76583,4080.0,0.0,2.35716,9.30097,714.0,585_Dis_2C.csv,14
4.19979,0.13026,23.97615,4140.0,0.0,2.3594,9.31039,654.0,585_Dis_2C.csv,14
4.19979,0.11494,23.97615,4200.0,0.0,2.36143,9.31892,594.0,585_Dis_2C.csv,14
4.19979,0.10727,23.76583,4260.0,0.0,2.36327,9.32667,534.0,585_Dis_2C.csv,14
4.19979,0.0945,23.76583,4320.0,0.0,2.36495,9.33369,474.0,585_Dis_2C.csv,14
4.19979,0.08684,23.87099,4380.0,0.0,2.36646,9.34004,414.0,585_Dis_2C.csv,14
4.19979,0.07918,23.87099,4440.0,0.0,2.36785,9.34588,354.0,585_Dis_2C.csv,14
4.19979,0.07407,23.87099,4500.0,0.0,2.36912,9.35124,294.0,585_Dis_2C.csv,14
4.19979,0.06896,23.66067,4560.0,0.0,2.37031,9.35623,234.0,585_Dis_2C.csv,14
4.19979,0.06385,23.76583,4620.0,0.0,2.37141,9.36085,174.0,585_Dis_2C.csv,14
4.19979,0.05619,23.97615,4680.0,0.0,2.37243,9.36511,114.0,585_Dis_2C.csv,14
4.19979,0.05364,23.97615,4740.0,0.0,2.37335,9.369,54.0,585_Dis_2C.csv,14
4.19979,0.04853,23.76583,4794.0,0.0,2.37414,9.37229,0.0,585_Dis_2C.csv,14
4.18461,0.43675,-0.42063,0.0,1.0,-0.00834,-0.0328,10.0,585_HPPC.csv,21
4.19625,0.55935,-0.42063,1.0,1.0,-0.00832,-0.03275,9.0,585_HPPC.csv,21
4.19945,0.48528,-0.42063,1.0,1.0,-0.00831,-0.03268,9.0,585_HPPC.csv,21
4.19995,0.41377,-0.42063,1.0,1.0,-0.00829,-0.03263,9.0,585_HPPC.csv,21
4.19995,0.3729,-0.42063,1.0,1.0,-0.00828,-0.03258,9.0,585_HPPC.csv,21
4.19995,0.34991,-0.42063,1.0,1.0,-0.00827,-0.03254,9.0,585_HPPC.csv,21
4.19995,0.33714,-0.42063,1.0,1.0,-0.00826,-0.0325,9.0,585_HPPC.csv,21
4.19995,0.32948,-0.42063,1.0,1.0,-0.00825,-0.03246,9.0,585_HPPC.csv,21
4.19995,0.32437,-0.42063,1.0,1.0,-0.00825,-0.03242,9.0,585_HPPC.csv,21
4.19995,0.32182,-0.42063,1.0,1.0,-0.00824,-0.03238,9.0,585_HPPC.csv,21
4.19995,0.31926,-0.42063,1.0,1.0,-0.00823,-0.03234,9.0,585_HPPC.csv,21
4.19995,0.31671,-0.42063,2.0,1.0,-0.00822,-0.03231,8.0,585_HPPC.csv,21
4.19995,0.31416,-0.42063,2.0,1.0,-0.00821,-0.03227,8.0,585_HPPC.csv,21
4.19995,0.31416,-0.42063,2.0,1.0,-0.0082,-0.03223,8.0,585_HPPC.csv,21
4.19995,0.3116,-0.42063,2.0,1.0,-0.00819,-0.0322,8.0,585_HPPC.csv,21
4.19995,0.3116,-0.42063,2.0,1.0,-0.00818,-0.03216,8.0,585_HPPC.csv,21
4.19995,0.30905,-0.42063,2.0,1.0,-0.00817,-0.03212,8.0,585_HPPC.csv,21
4.19995,0.30905,-0.42063,2.0,1.0,-0.00817,-0.03209,8.0,585_HPPC.csv,21
4.19995,0.30649,-0.42063,2.0,1.0,-0.00816,-0.03205,8.0,585_HPPC.csv,21
4.19995,0.30649,-0.42063,2.0,1.0,-0.00815,-0.03202,8.0,585_HPPC.csv,21
4.19995,0.30394,-0.42063,2.0,1.0,-0.00814,-0.03198,8.0,585_HPPC.csv,21
4.19995,0.30394,-0.42063,3.0,1.0,-0.00813,-0.03194,7.0,585_HPPC.csv,21
4.19995,0.30394,-0.42063,3.0,1.0,-0.00812,-0.03191,7.0,585_HPPC.csv,21
4.19995,0.30139,-0.42063,3.0,1.0,-0.00812,-0.03187,7.0,585_HPPC.csv,21
4.19995,0.30139,-0.42063,3.0,1.0,-0.00811,-0.03184,7.0,585_HPPC.csv,21
4.19995,0.29883,-0.42063,3.0,1.0,-0.0081,-0.0318,7.0,585_HPPC.csv,21
4.19995,0.29883,-0.42063,3.0,1.0,-0.00809,-0.03177,7.0,585_HPPC.csv,21
4.19995,0.29883,-0.42063,3.0,1.0,-0.00808,-0.03173,7.0,585_HPPC.csv,21
4.19995,0.29883,-0.42063,3.0,1.0,-0.00807,-0.0317,7.0,585_HPPC.csv,21
4.19995,0.29628,-0.42063,3.0,1.0,-0.00807,-0.03166,7.0,585_HPPC.csv,21
4.19995,0.29628,-0.42063,3.0,1.0,-0.00806,-0.03163,7.0,585_HPPC.csv,21
4.19995,0.29628,-0.42063,4.0,1.0,-0.00805,-0.03159,6.0,585_HPPC.csv,21
4.19995,0.29372,-0.42063,4.0,1.0,-0.00804,-0.03156,6.0,585_HPPC.csv,21
4.19995,0.29372,-0.42063,4.0,1.0,-0.00803,-0.03153,6.0,585_HPPC.csv,21
4.19995,0.29372,-0.42063,4.0,1.0,-0.00802,-0.03149,6.0,585_HPPC.csv,21
4.19995,0.29372,-0.42063,4.0,1.0,-0.00802,-0.03146,6.0,585_HPPC.csv,21
4.19995,0.29117,-0.42063,4.0,1.0,-0.00801,-0.03142,6.0,585_HPPC.csv,21
